Nama,Komentar,Waktu,Likes,Reply Count
@distorsiroot,"pembenahannya ada di level pendidikan dasar 12 tahun. dan kalo di lihat dari kurikulum yg sekarang di terapkan untuk pendidikan dasar, outputnya lebih ke arah ""pedagang"" walaupun tidak ada yg salah dengan profesi pedagang, tapi idealnya pendidikan adalah salah satu cara berproses untuk manusia bisa beradaptasi terhadap segala kondisi yg terjadi sekarang dan kedepannya sehingga manusia bisa tetap hidup, dan hidupnya bisa berkesinambungan serta bisa menjadi harmoni dengan lingkungannya. jadi manusia2 ini nantinya yg akan menentukan sendiri jalan hidupnya mau berkarir atau berkontribusi di bidang apa, bukan menekankan secara persis ke arah enterpreuner. apa karna sekarang ini lagi hits sektor informal dan UMKM yg katanya menjadi tulang punggung ekonomi negara jadi kurikulumnya mengarah ke sana? apa kabarnya bagi para siswa - isiswi yg punya ketertarikan terhadap STEM, seni, olahraga? apa siswa siswi ini akan tetap di arahkan untuk mencetak uang? di mana merdekanya ini kurikulum? bahkan untuk memisahkan cara berfikir sains dan sosial pun di lebur menjadi 1, padahal pendekatan berfikir antara bidang sosial dan bidang eksakta itu berbeda, contohnya, level SD sekarang sudah meleburkan IPA dan IPS menjadi 1 pelajaran yg namanya IPAS.  celakanya lagi kurikulum pendidikan dasar yg sekarang di terapkan ini di jalankan oleh tenaga pendidik yg mungkin kalau di cek kemampuannya sebagai tenaga pendidik belum meyakinkan. sudah banyak kasus belakangan ini di angkat beritanya, dimana siswa selevel SMP tidak lancar membaca, padahal membaca adalah dasar dari segalanya,

pendidikan indonesia harus kembali ke semangat awal ki hajar dewantara",2024-08-12T04:04:12Z,0,0.0
@handayaninoor1376,PT yang membuka jasa joki dibuka saja namanya biar orang mengerti bahwa PT itu memproduksi kebodohan. Setelah dibuka namanya pasti mata netizen semua tertuju ke sana.,2024-08-12T03:51:25Z,0,0.0
@putrinursyam,Tapi perpus kampusku tutup jam set 4,2024-08-12T03:28:01Z,0,0.0
@AkalBudi5513,budaya bersih jepang setahu saya lahir dari ribuan tahun lalu. sekitar abad ke 6 atau 7 Masehi. salah satunya yang mendasarinya spiritualitas mereka yang tinggi. Kebersihan sebagian dari Ketuhanan.,2024-08-12T03:13:16Z,0,0.0
@AkalBudi5513,judulnya lebih ke Asian Values,2024-08-12T03:04:44Z,0,0.0
@diarrheeaa,"Gue jadi mikir pas jadi orang tua gue harus gimana nanti biar karakter anak ga secuilpun menuju kesana. I mean i did think about it, tapi lebih sadar lagi dengan remahan remahan kecil yg ttep harus gue perhatikan dan ngga abaikan. Makasi banyak podcastnya jd buat kita ikut sama² mikir.",2024-08-12T02:37:07Z,0,0.0
@Deeprezsion,"karena kasus joki skripsi, kampus ku ditutup pddikti, dan akibat dari kampus yang begitu mahasiswa yang bener2 belajar terkena akibatnya, yang belum lulus dipindah kampus kan, yang sudah lulus mau nyari kerja susah karena kampusnya tutup. kasusnya semua mahasiswa udah tau ada joki tapi kampus nya gak ngaku, soalnya pas wisuda tiba2 ada mahasiswa gak dikenal tapi ikut wisuda.",2024-08-12T02:28:11Z,0,0.0
@poundraakira3810,Banyak professor palsu di Indo,2024-08-11T23:40:34Z,0,0.0
@rektnta,Orang ujian aja ditinggal gurunya kalo ga main HP ya jalan2,2024-08-11T23:33:40Z,0,0.0
@azwararpan4752,"Mayoritas org jepang itu tau malu, nah di kita mayoritasnya tidak tau malu.",2024-08-11T21:53:54Z,0,0.0
@samuelhasiholanomegapurba,"""Juara Kita, klo di Olympics ada Cabor nipu""
ngakak brutal gw wkwk
🤣",2024-08-11T15:47:56Z,0,0.0
@user-lo5yw2du3z,"Malaka project, tolong bahas kasus puluhan siswa SMP pangandaran belum bisa baca tulis, dong...",2024-08-11T15:33:51Z,0,0.0
@holakoarsitek1384,serius org joki gak tau kalau dia curang? wah bener bener SDM kita nih,2024-08-11T14:10:26Z,0,0.0
@PenghayatDIKSI,Generasi yang akan masuk pada klaster “irrelevant society” dalam konsep yg dipaparkan Yuval Noah Harari dalam Homo Deus ✅,2024-08-11T13:45:57Z,0,0.0
@PenghayatDIKSI,Bencana demografi 2045 telah crystal clear dimulai 😂,2024-08-11T13:43:58Z,0,0.0
@KosanYT,Duuh ini harus collabs sama guru gembul kapan-kapan gitu,2024-08-11T13:12:56Z,0,0.0
@TriA...,7:46 Ferry background Irwandi,2024-08-11T12:54:55Z,0,0.0
@user-hr5iz5ml9i,"Kak bahas fraud data dong, kan lagi rame di stanford dan academia lain",2024-08-11T10:10:51Z,0,0.0
@muhammadfajarabhirama543,"This podcast tsunami fakta cuy ,inti dari segala inti",2024-08-11T08:43:35Z,1,1.0
@muhammadfajarabhirama543,Mirisssss cuyyy,2024-08-11T08:45:44Z,0,
@yogatiarawiguna8327,jerom keliatan pusing wkwkw,2024-08-11T07:31:58Z,1,0.0
@muntiaha,"Lagi nonton ini, tiba-tiba pintu kamar kos diketok sama tetangga kos. Doi ngasih lembar kuesioner buat diisiin. Padahal gue ga masuk ke kriteria penelitiannya. Kita juga ga kenal-kenal amat karena gue jarang ketemu karena sibuk kerja. Tanpa malu doi cerita ini buat ngisi bab 4 penelitian, dan kuesioner yg beneran keisi cuma 2 sisanya ngarang. NANGIS BGT GUEEEEEE, langsung dikasih contoh nyata ngehadepin beginian👀🙂",2024-08-11T06:48:37Z,3,1.0
@muntiaha,INTEGRITAS LANGSUNG DIUJI OLEH KONDISI NYATA YA ALLAH,2024-08-11T06:50:32Z,0,
@rozakfassah7730,Indonesia harus pakai turnitin check,2024-08-11T03:34:43Z,0,0.0
@bakkoaviyavi,gak usah protes. gas aja 10 kalender..,2024-08-11T02:11:49Z,0,0.0
@putuegaadriantika5459,"buat pemesan joki cuma 1 fakta : ""lu itu skill issues""",2024-08-11T01:28:31Z,0,0.0
@ImpresifMediaDev,Another point of view of Indonesia.,2024-08-10T19:15:33Z,0,0.0
@arulu4649,Allah menghargai ilmu itu sangat tinggi. saat kita membagikan ilmu kita setiap kali ilmu itu digunakan oleh orang yang kita beri ilmu Allah menjanjikan pahala. jika ilmu itu dibagikan lagi kita akan dapat pahalanya juga terus berantai seperti itu. tapi kenapa di Negara yang mayoritasnya Islam kita sebagai Manusia menghargai ilmu hanya segitu?,2024-08-10T17:35:38Z,0,0.0
@BetweenTheLine.42,"banyak orang yang membenarkan hal-hal yang salah sampe titik dimana orang-orang nganggapnya memang boleh.
kontradiksi antara nilai-nilai moral yang di ajarkan di ppkn dan agama dengan prilaku nyatanya.",2024-08-10T17:25:32Z,0,0.0
@arulu4649,"negara mayoritas Islam dengan penduduk Islam terbesar, tapi yang punya karakter seorang Muslim malah orang Jepang.",2024-08-10T16:38:48Z,3,0.0
@mars_7844,"Gue salah satu orang yang pesimis ttg hal ini, karena ya dari komen2 juga banyak yg sharing ttg bagaimana banyak keluarga di Indonesia lebih mementingkan hasil dibandingkan proses, dan aku pun salah satu yang merasakan hal tersebut. Selain berdasarkan pengamatan gue yang sekolah di negeri dari sd sampe perguruan tinggi, dan bisa liat seberapa parahnya budaya contek mencontek di anak-anak Indonesia. Paling parah jaman SMA sih bisa diitung jari berapa siswa yang mengerjakan ujian dengan jujur. Dan di Indo jadi orang jujur tuh ke merasa terpinggirkan dan kayak sering banget disebut sok suci lah, gak asiklah, kaku, inilah itu lah haha. Syukurnya gue pas kecil dapat asupan dan suka banget sama anime sampai budaya dan tatakramanya entah gimana bisa kebawa ke kehidupan sehari-hari (tapi sering banget merasa terasing).",2024-08-10T12:17:57Z,0,0.0
@ivasabrin6283,"Jujur waktu skripsi aku pake software crack2an Microsoft Office dan software pengolahan data bajakan SPSS, belinya seharga 30ribuan, sementara orinya harga 3jutaan. Begitu selesai skripsi sebenernya aku feeling guilty, tapi mau gimana lagi karena aku missqueen gak sanggup beli aplikasi komputer berlisensi. Tapi ketika tau sampe ada orang berduit kepikiran bayar orang buat ngerjain tugas akhir skripsi mereka, itu udah beyond ketidakjujuran dan ketidakbertanggungjawaban. Kok bisa?",2024-08-10T11:28:03Z,1,0.0
@hindypop,INTINYA ORANG KITA RAKUS. UDAH PENYAKIT DARI ZAMAN PENJAJAHAN. KASIH DUIT MEREKA RELA BUNUH-BUNUHAN SESAMA PRIBUMI.,2024-08-10T11:08:05Z,0,0.0
@Labib_1453,"PLECIDENNYA AJA NYONTOHIN!! 😅🤭 #jokiwo
50:50 coba tanya ke guru SD, berapa 1/2 + 1/4?",2024-08-10T08:35:21Z,0,0.0
@febiefebriansyah,8:08 beberapa kali dengar info dokter salah diagnosa,2024-08-10T08:34:08Z,0,0.0
@shasharose9916,semua hasil dari perjokian (apapun jenisnya) mengakibatkan orang orang jadi mental korupsi dan pemalas,2024-08-10T08:07:16Z,0,0.0
@maximillianjames7799,Norma itu bisa baik dan bisa buruk,2024-08-10T06:09:54Z,0,0.0
@maximillianjames7799,"Sejak Belanda menyerah, Indonesia ga punya sama sekali ancaman eksistensial yg menuntut kompetensi autentik dari orang2nya. Amerika dan Eropa maju lebih pesat setelah koloni karena ancaman Uni Soviet",2024-08-10T05:55:00Z,2,1.0
@allvinly,"Setuju sih, kaya di zona nyaman jadi ga ada kemajuan untuk bersaing, pada akhirnya orang kita cuma buat validasi keren kerenan doang.",2024-08-10T19:04:15Z,0,
@education6382,Joki ibadah haji gimana tuh? Boleh gak? Hayoloh,2024-08-10T05:49:14Z,0,0.0
@yudhasub120,SERUAN MORAL ADALAH CANDU,2024-08-10T04:52:30Z,0,0.0
@sayektiharits7386,ketidakjujuran akademik masalahnya sudah jadi masalah yang mengakar. asalnya dari budaya tidak jujur yang dinormalisasi di negara ini.,2024-08-10T04:11:15Z,0,0.0
@gedejayakusuma0235,"bisakah kesejahteraan keluarga mempengaruhi masa depan anak dalma keluarga tersebut, seperti dengan kemapanan keluarga maka lingkungan pergaulan anak bisa masuk pada lingkungan yang mau berpikir kritis untuk masa depannya. dimana asumsi menurut saya karena terbiasa membaur dengan lingkungan yang berfikir kritis maka dalam hal menghargai proses untuk mencapai tujuan yang diinginkan akan lebih terlihat dan setelahnya maka sistem dan lainnya yang membuat kita harus berkompromi ini bisa berkurang ?",2024-08-10T03:45:17Z,0,0.0
@CottonBalllllll,"We're facing a HUGE problem..🙂

Alhamdulillah, setidaknya aku sendiri masuk ke golongan dengan pemikiran seperti Kakak-kakak di video ini. 
Menurutku sangat aneh apabila orang yang tidak bisa membedakan mana ranah Formal yang berimplikasi ke _social life_ dan ranah informal yang hanya berdampak pada diri sendiri/komunitas kecil. 

Aku sempat khawatir kalau aku akan termasuk golongan orang-orang SDM rendah.. karena aku sadar bahwasanya aku ""agak malas"" untuk belajar. Meskipun begitu, aku selalu mengasah kemampuanku _frequently_ meskipun perlahan. 
Aku tidak pernah melakukan joki, karena itu berarti mengelabuhi pengujian yang akan aku hadapi di kehidupan. Kerjakan sesuatu semampuku, meskipun hasilnya buruk. Setidaknya aku jadi tau aku harus lebih banyak berlatih/belajar.

Terima kasih banyak, Anda bertiga (serta Bapak Bos yang suka mondar-mandir di belakang:v) sudah _aware_ dan mau berkontribusi terhadap pendidikan di negeri ini.🙏🏻🫶🏻

*Maaf telat nonton, baru muncul di beranda:'v🙏🏻",2024-08-10T03:11:18Z,0,0.0
@MaxMartin.19,"Warga negara Wakanda ini memang banyak yang aneh, kecurangan kok dibela.",2024-08-10T01:07:54Z,0,0.0
@nandoxun,"Wakanda mah yang ngak bener di benerin 
Pedagang culas aja di bellain😂",2024-08-10T01:01:59Z,0,0.0
@muhammadhafizar-rasyid1604,"Thanks kak, jujur mau cerita juga. Aku termasuk mahasiswa di salah satu kampus swasta di medan yg telat skripsi karna dospingku teliti dan serius banget ngebimbing aku. Tpi disatu sisi banyak tuntutan kayak waktu, uang, bahkan mentok nyaranin kalau mau selesai harus dijokiin aja. Padahal ngehire joki juga ga murah. Tpi dari diskusi kakak² ditema ini bikin jdi batu loncatan jdi harus expert dibidang yg aku mau teliti bener². Bukan untuk sekedar lulus dapat title yg harusnya dapat dipertanggungjawabin, malah dibikin lumrah 😃",2024-08-09T17:39:37Z,12,0.0
@rafaelsinjunathawulangsih2437,"Wait, serius ada yang mikir joki itu OK??
I mean, tinggal tanya pertanyaan ini aja:
""Apakah ekspektasi dari tugas tersebut hanya soal hasil akhirnya (berhubungan sama logistik atau operasional), atau apakah proses menjalankan tugas tersebut juga bagian penting dari hasil yang diharapkan (berhubungan sama belajar, pengembangan keterampilan, atau ngebuktiin kemampuan)?""

Kalo jawabannya yang pertama (ekspektasinya cuma soal hasil akhir aja, misal: nunggu antrian), maka nyewa joki disebut sebagai pendelegasian. Ini bisa diterima karena prosesnya gak penting, yang penting hasil akhirnya.

Tapi, kalo jawabannya yang kedua (proses menjalankan tugas itu bagian penting dari hasil yang diharapkan, misalnya: riset buat skripsi atau belajar nyetir), maka nyewa joki disebut ""abdication of responsibility"" atau ""pengabaian tanggung jawab"". Ini gak bisa diterima karena tugas itu dirancang buat ngebangun kemampuan atau ngebuktiin kompetensi. Hasil akhir tetap penting, tapi di sini ""cara mencapai hasil itu juga penting"". Kalo cara dapetinnya gak bener, hasil akhirnya juga gak valid.",2024-08-09T17:19:28Z,1,0.0
@tastyjourney215,"please fyp di semua orang indonesia, biar pada melek dan punya daya saing setiap orangnya",2024-08-09T15:25:42Z,0,0.0
@emenpona7849,"Ngena banget, punya ambisi tapi diremehin.",2024-08-09T14:12:42Z,0,0.0
@herricktantrianto9815,"Masih banyak yang saya ketemu dengan bangganya nyontek di ujian, kalau tidak nyontek belum melewati masa SMA lol",2024-08-09T13:18:30Z,0,0.0
@DortiDina,"Halo kak, emang klau kita ngomong tentang isu joki ini emang kompleks bgt ya. Emang bener cara trbaik untuk memecahkn itu dengan konsekuensi bagi yg melanggar dan penerapan insentif untuk org berprestasi, tapi sebgai seorang guru aku jga sadar bhwa penerapan konsekuensi dlam regulasi selalu menciptakan celah/ cara baru untuk menutup keslahan itu. 

Slain itu aku juga sering mngamati regulasi baru selalu dilihat dri sisi negatif bkan sebgai sesuatu untuk membuat kita trus bljar. Cthnya aja regulasi pendidikan yg krap kali dblang menyusahkan alih2 dlihat sbgai tuntutan negara untuk trus mngembangkan kompetensi sbgai guru. Emang bner karakter seseorng/ mindset seseorng itu mempengaruhi perubhan itu sndri

Slam dari NTT",2024-08-09T13:06:13Z,0,0.0
@Theluckiest-one,"Ikut berargumen dong! ^^ 
Majority affect the minority memang bener adanya, sepengetahuan aku nama teorinya itu ""Spiral of Silence"". CMIIW",2024-08-09T12:38:06Z,0,0.0
@ariatmanofficial2705,semua yang ada di konoha kalau di bongkar satu satuu itu ada yang namanya oknumm masyarakat pun sudah tau semuanyaa,2024-08-09T12:29:05Z,0,0.0
@ariatmanofficial2705,sudah jadi rahasia umummmmm..,2024-08-09T12:28:14Z,0,0.0
@NhresNgfesd-ql5jd,"Terimakasih kita perlu pemuda"" seperti ini , tolong di biasakan ngobrol tentang masalah masalah yang keterlaluan tapi di biasakan ini.",2024-08-09T10:44:07Z,0,0.0
@ngerih17173,"Standar masuk universitas di prodi2 tertentu aja makin turun KWOAWK krn org Indo ga sepintar itu (mostly), tapi univ butuh duit to survive",2024-08-09T10:21:14Z,0,0.0
@AhKepo-l4t,"itulah kenapa dari kecil rada bingung dengan budaya nyontek, ya emang saya jadi pihak yang terkadang dijauhi karena gk pernah kasih contekan. kebiasaan ini kebawa sampai besar, semua ujian saya belajar sendiri dan kerjakan sendiri dan sangat berasa ketika bekerja.

Dan juga pernah nyoba sambilan kerja ngajar privat anak kuliahan sekarang, paling kaget ini kan privat tapi seperti seolah2 minta tolong kelarin tugas dosen, ya gk maulah saya akhirnya tetep saya pandu tapi tidak to the poin jawabannya apa, hanya memberi materi dasar dan diselesaikan sendiri.",2024-08-09T08:57:20Z,0,0.0
@farreldewantara6254,"Damn...Ternyata ada normalisasi perjokian. What the....Gw mandiri bikin skripsi, lulus. Tes masuk kerja lulus MT, mandiri. Masuk kantor swasta dan lolos CPNS ga ada pake kenalan atau orang dalam. Pure lulus tes dengan score tinggi. Ternyata di luar banyak yang .... Apa jangan-jangan pejabat atau BOD juga ada yang kaya gitu? ... DAMN!",2024-08-09T08:13:36Z,0,0.0
@acilindigoes,"mau tanya kak Joki jadi Habib ada ga? misalx tetangga anak perawan sama orang tua nya  mendukung di joki sama oknum habib, lahir lah habib joki. gimana tuh? secara title habib di indonesia kan di junjung habis/fantatikisme",2024-08-09T08:06:15Z,0,0.0
@AldMD-cm2mz,"Contoh yang diomongin pas bagian kedokteran di Indonesia itu oversimplification.
Untuk pendidikkan pre klinis dan klinis gada ruang utk pake joki.
Inkompetensi emg ada aja, tapi very unlikely berhubungan sm penggunaan joki.",2024-08-09T05:49:53Z,1,0.0
@sittihadjir6341,"Masya Allah ini  materi keren bangeet. Bahkan banyak yang gak percaya, saat saya n anak saya menghadapi test online bersama, berhadap2an tanpa kerjasama sedikitpun. Ayo lawan kecurangan !  Cool Malaka",2024-08-09T05:31:45Z,0,0.0
@Binaaabinn,"Pertama kali mampir channel ini karena judulnya. Perjokian ini memang bikin resah dan miris. Mulai dari anak sekolah sampai akademisi (dosen). Sistem pendidikan kita sedang krisis dari akarnya 😢. Meskipun masih ada sekolah-sekolah yang berusaha menanamkan kejujuran kepada siswanya. Alhamdulillah saya merasakannya sendiri, dulu SMP di pesantren selama ujian santri fokus dengan pengerjaannya masing-masing. Ngga ngobrol. Ngga sebar jawaban (kami memang ngga pegang HP). Setuju sama kakak-kakak, menyelesaikan berbagai problematika pendidikan kita ini memang butuh sistem dan aturan yang mampu mengondisikan siswa berbuat jujur. Kalaupun ada yang tetap curang, hukumannya tegas bahkan mungkin ada sanksi sosial. Bukan dinormalisasi. 

Banyakin obrolan kayak gini kaak, keren!!",2024-08-09T04:59:30Z,0,0.0
@wafinina1024,Semoga saya bisa menyelesaikan skripsi saya semester ini dengan kemampuan saya sendiri 😊,2024-08-09T04:17:10Z,0,0.0
@rawirawan,"se-simpel gini aja

kalo skripsi lu hasil joki, LO WAJIB NYANTUMIN KATA-KATA TERIMA KASIH ke penjoki Lo di skripsi (sekalian di cover skripsi)",2024-08-09T03:35:56Z,0,0.0
@zadalaiba516,"Saya tau ada orang yang jadi ghost writer untuk jurnal dosen, harga satu jurnal bisa sampai 12juta 😢",2024-08-09T03:22:46Z,0,0.0
@Wiwik_Anggraeni,"bener nih kata kak jerome. di kelas kalau pinter tapi gak bagi - bagi jawaban maka dianggap pelit dan jadi gak ditemenin. lah pinter aja jadi dilema. kalau gak pinter, kaya ngecewain orang tua. kalau pinter jadi andelan temen. gak ngasih malah jadi dibuli gak ditemenin. padahal kita pinter karena usaha kita belajar sampe malem. lah enak banget orang lain tinggal nungguin jawaban kita. gak ada malunya. saking capeknya akhirnya kasih jawaban salah aja ke mereka. eh malah jadi pembohong. hikss, masa sma lu jadi masa terburukku sih gegara ini. gak ada budaya malu malas. gak ada budaya malu karena nanya jawaban. pliss pahami kadang kita bisa karena kita udah effort banget belajar sampe kadang jam 2 pagi. malah mereka dengan enaknya minta jawaban ke kita 🥲🥲",2024-08-09T02:53:10Z,0,0.0
@faizkhofi9495,"trimakasih kakak2 semua,",2024-08-09T02:37:57Z,0,0.0
@kenny_pras,"Gilaa, serasa punya temen nontonin video ini, aku kira cuma aku doang orang2 yg memiliki pemikiran kek kalian soalnya sekitar rasanya dah kek ""pembodohan"" yg gak anggep kompetensi itu sepenting itu 😥",2024-08-09T02:12:31Z,1,0.0
@Skeltxxx,"salah satu strategi pemerintah korup ya itu merusak dunia pendidikan secara sistematis dan senyap, tahu2 langsung kelihatan bobrok.",2024-08-09T02:11:26Z,0,0.0
